id,2023-10-31,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-06,2023-11-07,2023-11-08,2023-11-09,2023-11-10,2023-11-11,2023-11-12,2023-11-13,2023-11-14,2023-11-15,2023-11-16,2023-11-17,2023-11-18,2023-11-19,2023-11-20,2023-11-21,2023-11-22,2023-11-23,2023-11-24,2023-11-25,2023-11-26,2023-11-27,2023-11-28,2023-11-29,2023-11-30
MLA1428955486,1028.02,1028.02,1028.02,1028.02,1028.02,1028.02,976.62,976.62,976.62,976.62,976.62,976.62,976.62,976.62,1379.4,1271.46,1379.4,1382.83,1382.83,1382.83,1382.83,1479.4,1479.4,1479.4,1479.4,1479.4,1479.4,1479.4,1479.4,1479.4,1479.4
MLA1383614042,1152.9,1152.9,1152.9,1152.9,1152.9,1152.9,1092.2,1092.2,1092.2,1092.2,1092.2,1092.2,1092.2,1092.2,1152.9,1037.61,1152.9,1049.75,1049.75,1049.75,1049.75,1152.9,1152.9,1026.0,1037.61,1026.0,1026.0,1037.61,1037.61,1118.31,1152.9
MLA1465350746,1198.8,1998.0,1998.0,1998.0,1998.0,1998.0,1298.7,1298.7,1298.7,1298.7,1298.7,1298.7,1298.7,1298.7,1358.64,1358.64,1078.92,1078.92,1078.92,1078.92,1078.92,1078.92,1078.92,1058.94,1058.94,1058.94,1058.94,1058.94,1058.94,1078.92,1078.92
MLA1373554143,659.99,659.99,659.99,659.99,659.99,659.99,640.19,593.99,593.99,593.99,593.99,593.99,593.99,593.99,766.0,723.44,766.0,829.99,829.99,829.99,829.99,829.99,829.99,680.59,680.59,680.59,680.59,680.59,680.59,783.88,829.99
MLA1313234423,776.36,776.36,776.36,776.36,776.36,776.36,737.54,714.25,714.25,714.25,714.25,714.25,714.25,714.25,776.36,698.72,776.36,706.89,706.89,706.89,706.89,776.36,776.36,691.0,691.0,691.0,691.0,691.0,691.0,776.36,776.36
MLA1299677869,1288.0,1159.0,1288.0,1288.0,1288.0,1288.0,1474.0,1474.0,1474.0,1474.0,1474.0,1474.0,1474.0,1474.0,1734.0,1474.0,1734.0,1734.0,1734.0,1734.0,1734.0,1290.0,1218.0,1146.4,1146.4,1146.4,1146.4,1146.4,1146.4,1433.0,1433.0
MLA1169294106,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,565.0
MLA1279737592,545.89,545.89,545.89,545.89,545.89,545.89,491.3,491.3,491.3,491.3,545.89,545.89,545.89,545.89,545.89,491.3,545.89,497.06,497.06,497.06,497.06,545.89,545.89,545.89,545.89,545.89,545.89,545.89,545.89,545.89,545.89
MLA1169331629,1227.18,1227.18,1227.18,1227.18,1227.18,1227.18,1227.18,1227.18,1227.18,1227.18,1227.18,1227.18,1227.18,1227.18,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1365.33,1701.53
MLA1373237655,1198.8,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,1270.73,1270.73,1270.73,1270.73,1270.73,1270.73,1270.73,1270.73,1270.73,1270.73
MLA1337729360,2495.0,2246.0,2495.0,2495.0,2495.0,2495.0,1946.15,2021.0,2021.0,2021.0,2021.0,2021.0,2021.0,2021.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2495.0,2495.0
MLA1360962282,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,513.02,480.0,513.02,513.02,513.02,513.02,513.02,513.02,490.0,490.0,490.0,490.0,490.0,490.0,490.0,513.02,565.0
MLA1393104835,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1218.0,1218.0,1218.0,1218.0,1218.0,1218.0,1218.0,1218.0,1260.0,1260.0,1260.0,1995.0,1995.0,1995.0,1995.0,1995.0,1578.0,1557.0,1557.0,1557.0,1557.0,1557.0,1557.0,1529.0,1529.0
MLA1393142153,1386.0,1386.0,1386.0,1386.0,1386.0,1386.0,1344.0,1344.0,1344.0,1344.0,1344.0,1344.0,1344.0,1344.0,1386.0,1380.0,1380.0,1380.0,1380.0,1380.0,2100.0,2100.0,1478.0,1457.0,1457.0,1457.0,1457.0,1457.0,1457.0,1369.0,1369.0
MLA1272616674,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1264.45,1264.45,1157.97,1157.97,1157.97,1157.97,1197.9,1197.9,1264.45,1264.45
MLA1282383712,505.48,505.48,505.48,505.48,505.48,505.48,480.21,480.21,480.21,480.21,480.21,480.21,480.21,480.21,505.48,505.48,505.48,860.26,860.26,860.26,860.26,905.48,905.48,905.48,905.48,905.48,905.48,905.48,905.48,905.48,905.48
MLA1550575600,1269.0,1269.0,1269.0,1269.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1267.0,1267.0,1267.0,1357.0,1357.0,1357.0,1357.0,1223.0,1223.0,1223.0,1223.0,1223.0,1223.0
MLA1383572659,1550.0,1290.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1472.5,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,2710.0
MLA1393129695,1155.0,1155.0,1155.0,1155.0,1155.0,1155.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1155.0,1155.0,1155.0,1428.0,1428.0,1428.0,1428.0,2100.0,1478.0,1457.0,1457.0,1457.0,1457.0,1457.0,1457.0,1369.0,1369.0
MLA1286443752,984.99,984.99,984.99,984.99,984.99,984.99,670.0,659.94,659.94,640.0,640.0,640.0,640.0,640.0,1014.0,957.67,1014.0,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,721.0,721.0,721.0,721.0,721.0,721.0,973.0,1029.99
MLA1309783597,1279.99,1279.99,1279.99,1279.99,1279.99,1279.99,895.99,844.79,844.79,844.79,844.79,844.79,844.79,844.79,1318.0,1244.78,1318.0,1339.99,1339.99,1339.99,1339.99,1339.99,1339.99,937.99,937.99,937.99,937.99,937.99,937.99,1265.55,1339.99
MLA1359472410,324.0,324.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0
MLA1363233301,771.35,771.35,771.35,771.35,771.35,771.35,578.51,578.51,578.51,578.51,578.51,578.51,578.51,578.51,771.35,728.5,771.35,771.35,771.35,771.35,771.35,771.35,771.35,771.35,771.35,771.35,771.35,771.35,771.35,728.5,771.35
MLA1518066486,1016.0,1016.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0
MLA1356405334,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,768.0,768.0,768.0,790.99,790.99,790.99,790.99,790.99,1164.0,1099.33,1164.0,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,1114.44,1179.99
MLA1309409804,513.99,513.99,513.99,513.99,513.99,513.99,462.59,462.59,462.59,462.59,462.59,462.59,462.59,462.59,513.99,485.44,513.99,1869.99,1869.99,1869.99,1869.99,1869.99,1869.99,1869.99,1869.99,1869.99,1869.99,1869.99,1869.99,1766.1,1869.99
MLA1500417584,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08,1188.08
MLA1438657498,919.99,919.99,919.99,919.99,919.99,919.99,892.39,827.99,827.99,827.99,827.99,827.99,827.99,827.99,947.0,894.39,947.0,965.99,965.99,965.99,965.99,965.99,965.99,840.41,840.41,840.41,840.41,840.41,840.41,912.32,965.99
MLA1408584208,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1351.0,1982.0,1982.0,1982.0,1982.0
MLA1280820845,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1509.55,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0,1589.0
MLA1286448222,857.0,857.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0
MLA1272806389,771.34,771.34,771.34,771.34,771.34,771.34,578.51,578.51,578.51,578.51,578.51,578.51,578.51,578.51,771.34,728.49,771.34,771.34,771.34,771.34,771.34,771.34,771.34,578.51,578.51,578.51,578.51,578.51,578.51,728.49,771.34
MLA1356398731,539.99,539.99,539.99,539.99,539.99,539.99,377.99,377.99,377.99,377.99,377.99,377.99,377.99,377.99,556.0,525.11,556.0,566.99,566.99,566.99,566.99,566.99,566.99,396.89,396.89,396.89,396.89,396.89,396.89,535.49,566.99
MLA1292498434,1948.99,1948.99,1948.99,1948.99,1948.99,1948.99,1364.29,1305.82,1305.82,1305.82,1305.82,1305.82,1305.82,1305.82,2006.99,1895.49,2006.99,2044.99,2044.99,2044.99,2044.99,2044.99,2044.99,2044.99,2044.99,2044.99,2044.99,2044.99,2044.99,1931.38,2044.99
MLA1280866688,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2616.0,2616.0,2616.0,2675.69,2675.69,2675.69,2675.69,2675.69,2972.99,2807.82,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2807.82,2972.99
MLA1257928428,659.0,659.0,659.0,659.0,659.0,659.0,639.23,619.46,619.46,619.46,619.46,619.46,619.46,619.46,678.0,640.33,678.0,689.99,689.99,689.99,689.99,689.99,689.99,579.59,579.59,579.59,579.59,579.59,579.59,651.66,689.99
MLA1379078307,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0
MLA1394172397,957.0,861.0,957.0,957.0,957.0,957.0,746.29,775.0,775.0,775.0,775.0,775.0,775.0,775.0,957.0,957.0,957.0,957.0,861.0,861.0,861.0,861.0,861.0,834.0,834.0,834.0,834.0,834.0,957.0,957.0,957.0
MLA1386049713,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2235.65,2235.65,2235.65,2235.65,2235.65,2330.94,2330.94,2330.94,2330.94,2330.94,2330.94,2330.94,2330.94,2330.94,2330.94,2330.94,2330.94
MLA1287498996,1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,2005.0,2005.0,2005.0,2578.0,2578.0,2578.0,1982.0,1982.0,1982.0,1982.0
MLA1458453404,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2675.69,2675.69,2675.69,2675.69,2675.69,2675.69,2675.69,2675.69,2972.99,2807.82,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2972.99,2807.82,2972.99
MLA1272987027,719.99,719.99,719.99,719.99,719.99,719.99,503.99,503.99,503.99,503.99,503.99,503.99,503.99,503.99,1606.0,1516.78,1606.0,1637.99,1637.99,1637.99,1637.99,1637.99,1637.99,1637.99,1637.99,1637.99,1637.99,1637.99,1637.99,1547.0,1637.99
MLA1283946934,1017.5,1017.5,1017.5,1017.5,1017.5,1017.5,763.13,763.13,763.13,763.13,763.13,763.13,763.13,763.13,1017.5,960.97,1017.5,1017.5,1017.5,1017.5,1017.5,1017.5,1017.5,1017.5,1017.5,1017.5,1017.5,1017.5,1017.5,960.97,1017.5
MLA1286562768,644.0,644.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0
MLA1356354244,639.99,639.99,639.99,639.99,639.99,639.99,447.99,428.79,428.79,428.79,428.79,428.79,428.79,428.79,659.0,622.39,659.0,669.99,669.99,669.99,669.99,669.99,669.99,468.99,468.99,468.99,468.99,468.99,468.99,632.77,669.99
MLA1390192505,975.0,975.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1449.0,1449.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0
MLA1280814696,1279.99,1279.99,1279.99,1279.99,1279.99,1279.99,870.0,831.99,831.99,831.99,831.99,831.99,831.99,831.99,1318.0,1244.78,1318.0,1335.99,1335.99,1335.99,1335.99,1335.99,1335.99,935.0,935.0,935.0,935.0,935.0,935.0,1261.77,1335.99
MLA1275705480,1279.99,1279.99,1279.99,1279.99,1279.99,1279.99,895.99,844.79,844.79,819.0,819.0,819.0,819.0,819.0,1318.0,1244.78,1318.0,1339.99,1339.99,1339.99,1339.99,1339.99,1339.99,938.0,938.0,938.0,938.0,938.0,938.0,1265.55,1339.99
MLA1390379709,1071.0,1071.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0
MLA1305948808,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,4354.0,5857.0,5857.0,5857.0,5857.0,5857.0,5857.0,5857.0,5857.0,5857.0,5857.0
MLA1447384104,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
MLA1367675985,529.99,529.99,529.99,529.99,529.99,529.99,370.99,370.99,370.99,370.99,370.99,370.99,370.99,370.99,529.99,500.55,529.99,529.99,529.99,529.99,529.99,529.99,529.99,529.99,529.99,529.99,529.99,529.99,529.99,500.55,529.99
MLA1432346870,1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,2005.0,2005.0,2005.0,2578.0,2578.0,2578.0,1982.0,1982.0,1982.0,1982.0
MLA1275801585,660.99,660.99,660.99,660.99,660.99,660.99,594.89,594.89,594.89,594.89,594.89,594.89,594.89,594.89,661.99,625.21,661.99,661.99,661.99,661.99,661.99,661.99,661.99,595.79,595.79,595.79,595.79,595.79,595.79,625.21,661.99
MLA1377232956,1303.0,1303.0,1048.6,1090.0,1090.0,1090.0,1048.6,1048.6,1048.6,1048.6,1048.6,1048.6,1048.6,1048.6,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,899.99,899.99,899.99,899.99,899.99,1090.0,1090.0,1090.0
MLA1288667290,1184.0,1166.0,1296.0,1296.0,1296.0,1296.0,1101.6,1101.6,1101.6,1101.6,1101.6,1101.6,1101.6,1101.6,1296.0,1234.0,1296.0,1296.0,1296.0,1296.0,1296.0,1452.0,1234.0,1452.0,1452.0,1452.0,1452.0,1452.0,1452.0,1452.0,1452.0
MLA1310565992,1559.99,1559.99,1559.99,1559.99,1559.99,1559.99,1091.99,1029.59,998.39,998.39,998.39,998.39,998.39,998.39,1606.0,1516.78,1606.0,1637.99,1637.99,1637.99,1637.99,1637.99,1637.99,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1547.0,1637.99
MLA1377146968,1157.0,1157.0,970.9,970.0,970.0,970.0,931.0,931.0,931.0,931.0,931.0,931.0,931.0,931.0,970.0,970.0,970.0,970.0,970.0,970.0,970.0,970.0,970.0,859.99,859.99,859.99,859.99,859.99,859.99,970.0,970.0
MLA1447371328,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,793.5,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
MLA1308856803,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0
MLA1425251392,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,1874.25,1874.25,1874.25,1874.25,1874.25,1874.25,1874.25,1874.25,1874.25,1874.0,1874.0,1874.0,1874.0,1874.0,1874.0,1874.0,1874.25,1874.25
MLA1392218309,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0
MLA1279595170,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1503.88,1503.88,1503.88,1503.88,1503.88,1503.88,1503.88,1503.88,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4,1550.4
MLA1279737951,1112.82,1112.82,1112.82,1112.82,1112.82,1112.82,1112.82,1112.82,1112.82,1112.82,1112.82,1112.82,1112.82,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1246.44,1672.0
MLA1308831432,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0
MLA1280262316,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92
MLA1280072307,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1669.11,1669.11,1669.11,1669.11,1669.11,1669.11,1669.11,1669.11,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74,1720.74
MLA1279860171,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56,1864.56
MLA1280072293,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1328.44,1328.44,1509.6,1509.6
MLA1415770128,660.0,660.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0
MLA861974245,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1579.08,1579.08,1579.08,1579.08,1579.08,1579.08,1579.08,1579.08,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92,1627.92
MLA1373251813,1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1363.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,1432.0,2005.0,2005.0,2005.0,2578.0,2578.0,2578.0,1982.0,1982.0,1982.0,1982.0
MLA1340629949,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0
MLA1300997408,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1464.31,1464.31,1464.31,1464.31,1464.31,1464.31,1464.31,1464.31,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6,1509.6
MLA1309049420,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0
MLA1286865416,1672.0,1672.0,1672.0,1672.0,1672.0,1672.0,1672.0,1672.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,1839.0,2023.0,3310.0,3310.0,4246.0,4246.0,4246.0,4246.0
MLA1381641510,33050.0,33050.0,33050.0,33050.0,33050.0,33050.0,33050.0,33050.0,33050.0,33050.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0,43650.0
MLA1446782168,528.55,528.55,528.55,528.55,528.55,528.55,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,581.34,523.21,581.34,529.33,529.33,529.33,529.33,581.34,581.34,523.21,523.21,523.21,523.21,523.21,523.21,563.9,581.34
MLA1403364702,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,903.99,903.99,903.99,903.99,903.99,903.99,903.99,903.99,1164.0,1099.33,1164.0,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,943.99,943.99,943.99,943.99,943.99,943.99,1114.44,1179.99
MLA1525861198,584.0,584.0,584.0,584.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,584.0,584.0,584.0,626.0,626.0,626.0,626.0,564.0,564.0,564.0,564.0,564.0,564.0
MLA1392673379,710.0,710.0,710.0,710.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,781.0,781.0,781.0,837.0,837.0,837.0,837.0,753.0,753.0,753.0,753.0,753.0,685.0
MLA1185976464,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4406.0,4981.0,4981.0,4981.0,4981.0,4981.0,4981.0,4981.0,4981.0,4981.0,4981.0
MLA1286562990,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,5678.0,5678.0,5678.0,5678.0,5678.0,5678.0,5678.0,5678.0,5678.0,5678.0,5678.0,5678.0,5678.0,7949.0,7949.0,7949.0,8744.0,10220.0,10220.0,7836.0,7836.0,7836.0,7836.0
MLA910663707,620.0,620.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0
MLA1369590198,1293.0,1293.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,1376.0,1376.0,1376.0,1376.0,1376.0,1376.0,1376.0,1376.0,1376.0,1376.0
MLA1393100076,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0
MLA1156570275,1113.99,1113.99,1113.99,1113.99,1113.99,1113.99,891.19,891.19,891.19,891.19,891.19,891.19,891.19,891.19,1147.0,1083.28,1147.0,1169.99,1169.99,1169.99,1169.99,1169.99,1169.99,935.99,935.99,935.99,935.99,935.99,935.99,1104.99,1169.99
MLA1480434860,735.0,735.0,735.0,735.0,735.0,735.0,514.0,514.0,514.0,514.0,475.0,475.0,475.0,463.14,735.0,463.14,735.0,735.0,735.0,735.0,735.0,957.0,958.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,958.0
MLA1135043957,937.0,937.0,937.0,937.0,937.0,937.0,843.0,843.0,843.0,843.0,843.0,843.0,843.0,843.0,871.0,871.0,871.0,871.0,871.0,871.0,871.0,1020.0,1020.0,1020.0,1054.62,1054.62,1054.62,1054.62,1054.62,1020.0,1134.0
MLA1442990368,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0
MLA1375579891,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,1119.0,1056.0,1056.0,1056.0,1056.0,1056.0,1056.0,1056.0,1056.0,1056.0
